Star_ID,Mass (MSun),X (pc),Y (pc),Z (pc),Simulation Time (Myr)
0,0.255350624826,-3.29310370386,-23.4077505988,-8.42414898144,81.59999999999964
1,0.124370509334,36.1705282476,-13.0946842254,-82.1792084974,81.59999999999964
2,0.13071866202,18.0584765064,-26.4853118843,32.4486845058,81.59999999999964
3,0.669604066762,1.40954471004,-6.81090595057,-5.78308627797,81.59999999999964
4,0.375995843555,5.58710538397,-7.66514248419,-11.7669565514,81.59999999999964
5,0.349997334556,-0.241989781755,-8.78378189419,-8.13754743715,81.59999999999964
6,0.363523379133,2.68609739771,-13.2753522805,-14.0496315998,81.59999999999964
7,0.16345981273,14.1435622179,-21.9916929713,-4.25828350155,81.59999999999964
8,0.257760953894,90.9845748939,-23.6184739131,-3.22131466944,81.59999999999964
9,0.76460179462,-0.898659995973,0.736651085638,15.8418279342,81.59999999999964
10,0.171089205085,9.04880316425,-11.1871330907,-9.8254148911,81.59999999999964
11,0.573463781019,4.44450151627,-11.4744155293,-5.26744389645,81.59999999999964
12,0.132882363128,94.5904100339,7.87566495936,47.3906311315,81.59999999999964
13,0.376509416015,0.95169001894,-14.7142992776,-4.25597642066,81.59999999999964
14,0.302845974818,2.59196555307,-9.01911028595,-8.68713111783,81.59999999999964
15,0.507991572078,0.971917876781,-10.1569505122,-7.86922083657,81.59999999999964
16,0.101717361084,1.65659736474,-8.42419295829,-6.15295405819,81.59999999999964
17,0.43815729162,3.13543914395,-10.5336215454,-9.5775544502,81.59999999999964
18,0.140708160919,9.36571844741,-5.62154665623,-6.37006519831,81.59999999999964
19,0.158439182436,3.48260120681,-6.94850707578,-12.098021895,81.59999999999964
20,0.13790845556,-0.521231185068,-11.1844315317,-10.3614805062,81.59999999999964
21,0.107840931968,8.46343783535,-18.2999811787,-5.35346459618,81.59999999999964
22,0.588557636918,3.1546651423,-10.4639677016,-8.76394001027,81.59999999999964
23,0.167336076161,3.33746853707,-12.0206646549,-9.39445784478,81.59999999999964
24,0.17086691444,-159.352535667,50.9731961144,100.090863031,81.59999999999964
25,2.00580970013,16.5741109034,20.3591492673,10.1271757215,81.59999999999964
26,0.669351261619,-0.941947177283,-7.99641671835,-17.2552045639,81.59999999999964
27,1.48564992181,0.940655967406,-11.0852419272,-10.9906626928,81.59999999999964
28,0.221994152386,-1.19521796641,-11.7236610964,-13.7792011875,81.59999999999964
29,0.163088705454,-19.6715323683,22.3325852192,-13.2084619511,81.59999999999964
30,0.244534996933,3.78137532977,-6.09608889599,-7.06703531947,81.59999999999964
31,0.119089297359,5.40453622428,-12.8126016811,-16.88568755,81.59999999999964
32,0.31323856925,5.34265885407,-8.61527335816,-7.90543269897,81.59999999999964
33,0.163694660457,-5.52162748814,-2.10392268228,-8.82721699392,81.59999999999964
34,0.192736009416,4.55802788113,-7.66748669713,-6.95732256771,81.59999999999964
35,0.113874608623,6.31382423075,-7.02442010844,-16.0107191681,81.59999999999964
36,0.323963118889,2.16830423046,-10.4335972506,-27.7037063037,81.59999999999964
37,0.729434193306,4.46619426578,-10.1457007592,-7.17615084596,81.59999999999964
38,0.169863561543,1.95658300942,-8.99304436337,-11.233643729,81.59999999999964
39,0.287512563957,-1.31985615401,-5.24254643548,-11.8944534864,81.59999999999964
40,0.292360079323,12.6097738295,-3.97232903279,-22.3291670597,81.59999999999964
41,1.4736756364,-14.8050648168,-33.7237905758,-19.8648697348,81.59999999999964
42,0.185574357011,29.2322029666,1.06703147293,-1.50973639665,81.59999999999964
43,0.249443781861,2.69860846715,-11.0157100507,-6.81716037576,81.59999999999964
44,1.82390618731,1.96792528306,-10.1308486356,-10.9249855658,81.59999999999964
45,0.261096026538,1.15742803262,-10.3369453068,-7.93875968229,81.59999999999964
46,0.276534766069,8.2232661885,-8.74296367646,-18.0753856797,81.59999999999964
47,0.11311776309,-4.41011915777,7.43832096725,-11.9199673158,81.59999999999964
48,0.421263620234,3.23801079741,-10.1218544352,-8.36740215728,81.59999999999964
49,0.461134691854,3.26458240435,-13.1195500082,-14.0192546902,81.59999999999964
50,0.225647146393,-6.90557824696,-13.6051686453,-18.6457290247,81.59999999999964
51,0.235144776464,-28.1459837607,-8.37014405724,-26.9465264073,81.59999999999964
52,1.23567718211,4.34759391561,10.8720782062,-11.2254390201,81.59999999999964
53,0.305220224987,5.31926497393,-6.58086919238,-8.40604160141,81.59999999999964
54,0.112811926167,30.7332718029,16.8653284913,-3.08427496845,81.59999999999964
55,0.133207672366,10.3839130145,-20.6947127293,-1.42638822485,81.59999999999964
56,0.112742183855,-1.31168211023,-10.4629869048,-9.68074717091,81.59999999999964
57,0.14879942458,13.6546284125,7.9783405771,5.30949369142,81.59999999999964
58,0.299463876782,-13.6777765303,-18.1965292116,2.15371660486,81.59999999999964
59,0.186749988647,4.73524037216,-8.29508664604,-10.5265817687,81.59999999999964
60,2.18028270159,-75.1174640794,13.5439923911,86.7898011807,81.59999999999964
61,0.338354389646,-2.52457614364,-8.38667092634,-5.23450269967,81.59999999999964
62,0.870486923195,2.27369053199,-6.0195581323,-11.8581818861,81.59999999999964
