Star_ID,Mass (MSun),X (pc),Y (pc),Z (pc),Simulation Time (Myr)
0,0.732824062174,-7.6788196104,0.335452326507,9.62885412323,43.70000000000035
1,0.720783188185,7.45286470232,0.833513986123,10.1850192125,43.70000000000035
2,5.50664879483,1.92371622185,0.323884017607,6.6715939489,43.70000000000035
3,1.16994828528,1.79131177021,1.45243362311,7.53854628987,43.70000000000035
4,0.29735597798,1.44052659244,-0.505226286495,4.52562581452,43.70000000000035
5,0.231536585383,1.78135947546,-0.552151554887,5.53306519103,43.70000000000035
6,0.555654968325,-1.70185725161,-5.63068165153,0.829768147541,43.70000000000035
7,0.370986765112,0.814343801941,-0.45411959638,4.2445485728,43.70000000000035
8,0.128041784699,0.849494893617,2.49777154448,7.20253233057,43.70000000000035
9,0.302694677972,10.1145359936,-29.0165877031,-0.0999597753521,43.70000000000035
10,0.374968009462,6.02664831492,5.12518358248,4.05204465966,43.70000000000035
11,0.308435545403,2.08075769864,1.13821225037,6.04039896932,43.70000000000035
12,0.323177677327,2.06023091299,1.26161361211,6.87558850563,43.70000000000035
13,1.80580913387,-17.1779883573,35.3848746583,44.5113555934,43.70000000000035
14,0.216899624885,-0.321575182667,0.632375430957,7.6908978307,43.70000000000035
15,0.226722003387,-18.5419370475,0.858742560546,-33.7783941209,43.70000000000035
16,0.129064971322,6.30965752089,0.166496468366,7.62319323278,43.70000000000035
17,0.133809767035,1.3474345799,0.740180792254,6.49217669832,43.70000000000035
18,0.381769286035,-17.7702631333,13.4415771868,5.50642936543,43.70000000000035
19,0.417641957704,2.00944369261,0.764613828751,6.51406397778,43.70000000000035
20,0.920134609068,-1.03200460634,25.6575380578,-38.7594113042,43.70000000000035
21,0.119117155002,2.22422325866,1.55607688443,7.81800954952,43.70000000000035
22,0.106747669514,-16.8344368001,16.3290413526,-25.3239957948,43.70000000000035
23,0.29168035879,-0.246022721143,1.10156915726,6.37544046842,43.70000000000035
24,0.323454891027,-0.0169500526794,-1.17592514022,5.60297677849,43.70000000000035
25,0.192370712151,2.50584845371,-0.592322237888,5.29571018265,43.70000000000035
26,0.122869516727,0.632867697343,2.18926275013,4.23825027867,43.70000000000035
27,0.196908755867,-5.08492553931,5.63773768121,-33.9361305232,43.70000000000035
28,0.670104185499,0.376076681374,-0.567545548212,6.64736388911,43.70000000000035
29,0.121676140356,-3.9401549864,0.339553927467,3.76179775022,43.70000000000035
30,0.52989931942,-2.06844764011,-0.689005174247,6.86879026077,43.70000000000035
31,0.105464409437,-24.8376844604,-20.2693129499,38.6297649439,43.70000000000035
32,0.258472828237,1.35007349295,1.42291748254,8.91986692966,43.70000000000035
33,0.112574218474,1.8447309498,1.3843484444,8.31968827399,43.70000000000035
34,0.188943583339,25.7170298543,7.89278063681,-11.1520083837,43.70000000000035
35,0.395698951924,6.57079315715,-4.89213190789,4.52126716998,43.70000000000035
36,0.113115605923,0.870842961041,0.108361875508,5.67850102859,43.70000000000035
37,0.314116179792,-1.41691879493,5.1501819661,11.1399894552,43.70000000000035
38,0.120699843613,25.1030411088,-20.0134598222,-13.9951876409,43.70000000000035
39,0.704771249778,0.782607524248,2.54113476179,4.06066431744,43.70000000000035
40,0.267493829258,4.87917696778,8.52849280567,19.6506285781,43.70000000000035
41,0.810123467771,-24.044497266,9.82250403485,6.33291211611,43.70000000000035
42,0.131313456418,23.131800683,-39.6270960529,-35.8430653988,43.70000000000035
43,1.01178790919,0.895837108213,1.91766546891,8.15628665855,43.70000000000035
44,0.686095624637,1.84224608678,2.32113263336,3.09382057948,43.70000000000035
45,0.102273771111,-14.2171947668,-36.0541972951,47.6151900229,43.70000000000035
46,1.45835212065,1.17357373444,1.70900526943,3.43774006028,43.70000000000035
47,2.96827181865,3.02060564558,-1.13960731391,3.51819776528,43.70000000000035
48,0.506885961489,-1.48354583673,0.0796097405812,3.05723007681,43.70000000000035
49,0.493063925975,2.79429105887,0.731388292461,6.83609650016,43.70000000000035
50,0.121850907939,-0.125301430083,-0.12002775837,7.49874625699,43.70000000000035
51,0.284398527919,1.69558905743,1.43239065656,5.00808892506,43.70000000000035
52,0.208433934334,-5.09525026085,4.51462030755,5.25971188267,43.70000000000035
53,0.125547583937,-14.9428352972,0.382570624893,8.04423300377,43.70000000000035
54,0.126108821603,1.82133822554,1.61595942491,8.6745670443,43.70000000000035
55,5.53895890877,0.36162705362,1.71454689991,7.70630016234,43.70000000000035
56,0.627217177162,1.20378072815,1.96749496309,5.7257727162,43.70000000000035
57,1.28216568544,3.48999551698,0.0746739964921,5.53649580939,43.70000000000035
58,0.925308372703,-11.4441241997,17.6388383972,-7.03321408598,43.70000000000035
59,0.327354647641,1.32878804071,0.55615992815,6.10786223152,43.70000000000035
60,1.52969631655,-14.3588661519,-10.9972192925,-21.1781678972,43.70000000000035
61,1.01782402472,4.02152122075,-8.19444635372,3.15256907139,43.70000000000035
62,0.10160541441,-1.94652929859,24.6807913045,-0.866403211033,43.70000000000035
63,0.387011044211,4.2271350441,-1.34469481727,7.67653395551,43.70000000000035
64,0.385073165889,5.24183834034,0.407728532999,5.9700497576,43.70000000000035
65,0.353274931043,1.73311870074,-1.88419926734,5.85957805993,43.70000000000035
66,0.105124278141,1.74202166535,0.36288377329,6.5334065401,43.70000000000035
67,0.869867572095,-5.78931255587,-33.6934438643,4.22350633491,43.70000000000035
68,0.213343117102,1.90035666681,-2.15794272321,1.54167808008,43.70000000000035
69,0.229760957899,6.75386562053,0.966328511144,7.50780325322,43.70000000000035
70,0.268556549534,3.26534723431,1.59259834157,-8.22636455472,43.70000000000035
71,0.217741232269,3.64859707131,-0.951979190818,8.86119021956,43.70000000000035
72,0.237990609612,11.0805392382,39.9720489337,2.46334938186,43.70000000000035
73,0.695431483688,-12.977334265,-6.66969471663,20.0598817392,43.70000000000035
74,0.195055115724,3.067179615,-1.16939558123,6.77307793401,43.70000000000035
75,0.151527654988,1.23340168562,2.75849303359,8.01468388642,43.70000000000035
76,0.575388363678,0.749959486607,1.4796290743,7.93514205336,43.70000000000035
77,0.228188940671,16.1912258433,-13.8066352605,-11.7473803772,43.70000000000035
78,0.138752987359,0.784348946596,-0.268773852594,4.9047853027,43.70000000000035
79,0.740373231017,0.712117625224,1.30228523609,4.08871858401,43.70000000000035
80,3.15700058305,-20.3411329436,-22.5680841525,-45.3337668367,43.70000000000035
81,0.110876381332,-4.0234500836,3.91619323909,0.305833547009,43.70000000000035
82,0.204037395308,13.4500701892,-26.1575311346,-9.2573115374,43.70000000000035
83,0.12801065277,2.2116737369,1.78974407941,7.04654678271,43.70000000000035
84,0.109874409677,0.544051362069,0.85733450187,5.14987218822,43.70000000000035
85,0.349360039888,-6.25149661109,26.0008770482,-12.6155619084,43.70000000000035
86,0.665791065394,-0.298694931476,0.28657103946,6.54287024799,43.70000000000035
87,0.133316656075,31.1526977512,-4.50875858728,10.8763252766,43.70000000000035
88,0.203875159052,-15.2753275158,-10.3557092599,6.5943307284,43.70000000000035
89,0.198698847851,2.20485522613,0.77168654407,6.26783223405,43.70000000000035
90,0.131080614732,-0.0396359241083,-2.78434627431,8.76094793917,43.70000000000035
91,2.24658813136,4.40588704174,2.94838289782,12.2535759557,43.70000000000035
92,0.899382794183,16.9350127911,20.5929377863,-22.8129769183,43.70000000000035
93,0.134380299901,0.835668899329,5.87933255852,9.19808292779,43.70000000000035
94,0.290062322508,0.525293977603,-0.417868302441,7.09545788622,43.70000000000035
95,0.195529643251,2.21854229903,0.395060832695,8.12454999361,43.70000000000035
96,0.164584808385,-0.278051946344,1.22569258326,4.91122776521,43.70000000000035
97,0.106528226768,0.945283002075,1.23765660297,7.12909502596,43.70000000000035
98,0.217807517639,-2.81285174619,12.6419473314,16.2125766861,43.70000000000035
99,0.709921802144,-23.7100137629,10.9171427405,-10.4830704403,43.70000000000035
100,0.243348566122,0.332551126785,0.484814266625,4.34248160475,43.70000000000035
101,0.193886468845,3.01282743356,-1.51865882423,7.34230107131,43.70000000000035
102,0.177147931144,0.886397004577,-0.511657139574,6.86100761393,43.70000000000035
103,0.724772435532,-3.42182238342,-0.282840068234,7.74311841615,43.70000000000035
104,0.497705460823,2.03756417541,1.93696979305,5.82069288159,43.70000000000035
105,0.215759905302,3.85515539149,2.07442463618,6.76604140655,43.70000000000035
106,0.165959522635,1.0789287496,32.257920778,-5.8879529048,43.70000000000035
107,0.24851929849,2.93941585472,-1.39732667774,6.9218438691,43.70000000000035
108,3.44095969436,0.912288682316,1.00224214126,7.54632083777,43.70000000000035
109,0.125515166291,-1.26248336021,-14.3577236639,6.45345912355,43.70000000000035
110,0.434003520192,-0.95179030459,2.18825168144,3.89663378376,43.70000000000035
111,0.117376975373,-2.08635087657,8.16895902558,8.764987023,43.70000000000035
112,0.147699976669,-16.3945034904,24.3586817865,3.65036199369,43.70000000000035
113,0.22924353862,1.01563574106,2.07901006502,4.0949749812,43.70000000000035
114,0.173800583674,0.821319738087,2.88248096286,5.6743800995,43.70000000000035
115,0.147702567484,4.34488691575,2.33417150054,5.07105404365,43.70000000000035
